	SRR29551967_R1_filtered.fastq.gz	SRR29551968_R1_filtered.fastq.gz	SRR29551969_R1_filtered.fastq.gz	SRR29551970_R1_filtered.fastq.gz	SRR29551971_R1_filtered.fastq.gz	SRR29551972_R1_filtered.fastq.gz	SRR29551973_R1_filtered.fastq.gz	SRR29551974_R1_filtered.fastq.gz	SRR29551975_R1_filtered.fastq.gz	SRR29551976_R1_filtered.fastq.gz	SRR29551977_R1_filtered.fastq.gz	SRR29551978_R1_filtered.fastq.gz	SRR29551979_R1_filtered.fastq.gz	SRR29551980_R1_filtered.fastq.gz	SRR29551981_R1_filtered.fastq.gz	SRR29551982_R1_filtered.fastq.gz	SRR29551983_R1_filtered.fastq.gz	SRR29551984_R1_filtered.fastq.gz	SRR29551985_R1_filtered.fastq.gz	SRR29551986_R1_filtered.fastq.gz	SRR29551987_R1_filtered.fastq.gz	SRR29551988_R1_filtered.fastq.gz	SRR29551989_R1_filtered.fastq.gz	SRR29551990_R1_filtered.fastq.gz	SRR29551991_R1_filtered.fastq.gz	SRR29551992_R1_filtered.fastq.gz	SRR29551993_R1_filtered.fastq.gz	SRR29551994_R1_filtered.fastq.gz	SRR29551995_R1_filtered.fastq.gz	SRR29551996_R1_filtered.fastq.gz	SRR29551997_R1_filtered.fastq.gz	SRR29551998_R1_filtered.fastq.gz	SRR29551999_R1_filtered.fastq.gz	SRR29552000_R1_filtered.fastq.gz	SRR29552001_R1_filtered.fastq.gz	SRR29552002_R1_filtered.fastq.gz	SRR29552003_R1_filtered.fastq.gz	SRR29552004_R1_filtered.fastq.gz	SRR29552005_R1_filtered.fastq.gz
ASV_137	240	0	0	0	233	111	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	123	0	0	0	53	0	56	33	0	243	231	105	82
ASV_138	55	112	120	103	47	69	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	134	94	137	49	43	0	0	0	69	61	105	92	58	64	30	49	113
ASV_139	213	81	79	41	79	88	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	65	0	0	0	123	0	0	0	79	0	0	62	0	269	227	60	52
ASV_140	0	182	39	100	0	108	0	0	0	0	0	0	47	136	47	73	0	0	38	165	59	0	0	0	0	292	0	50	143	0	85	0	0	0	0	0	0	0	48
ASV_141	110	116	52	73	0	64	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	60	0	123	0	90	0	87	0	178	67	79	0	91	69	76	74	89
ASV_142	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	156	241	70	0	0	0	74	131	72	175	325	155	0	0	0	0
ASV_143	0	0	0	0	0	0	0	0	0	0	204	70	768	0	0	0	84	0	0	199	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_144	0	0	0	0	0	0	0	0	0	0	207	63	755	0	0	0	56	0	0	201	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_145	0	181	50	115	0	122	0	0	0	0	0	0	36	105	32	37	0	0	0	148	71	0	0	0	0	285	0	37	145	0	120	0	0	0	0	0	0	0	47
ASV_146	46	73	75	135	38	51	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	127	98	144	51	54	0	0	0	65	65	86	77	76	37	33	35	119
ASV_147	277	0	0	0	62	70	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	36	0	0	0	164	0	0	0	0	0	96	0	0	279	272	82	51
ASV_148	111	0	94	0	0	0	0	0	501	0	0	0	0	0	0	0	0	0	0	0	0	0	127	65	162	101	0	0	0	0	0	0	105	0	0	105	106	0	0
ASV_149	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	18	0	37	93	0	0	0	0	0	0	0	0	103	368	238	264	173	68	0	0	0	0
ASV_150	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_151	0	0	0	0	0	0	0	0	0	55	326	274	123	146	74	0	0	178	0	129	26	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	149	208	0	0	67	0	93	117	82	151	213	110	0	0	0	38
ASV_153	52	47	85	65	50	71	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	25	134	39	25	46	62	73	34	47	23	78	63	45	34	40	26	117
ASV_154	0	0	0	0	0	0	135	0	0	0	0	0	727	0	0	0	219	0	0	156	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_155	27	109	69	58	48	77	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	82	0	0	149	0	64	121	58	147	108	0	0	0	0
ASV_156	33	67	195	81	0	88	0	0	79	0	0	0	0	0	0	72	0	0	0	0	0	0	59	0	0	0	86	0	99	0	111	77	41	68	0	0	88	109	0
ASV_157	208	0	0	77	71	64	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	87	0	0	0	91	0	0	0	63	0	0	0	0	245	229	72	45
ASV_158	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_159	0	0	0	0	0	0	0	0	0	41	52	60	0	0	0	0	0	0	1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_160	212	0	0	0	186	106	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	36	0	0	163	216	107	61
ASV_161	0	0	0	0	0	0	134	0	0	0	0	0	714	0	0	0	209	0	0	106	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_162	0	0	0	0	0	0	108	0	0	0	0	0	654	0	0	0	166	0	104	117	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_163	46	130	42	110	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	155	0	18	0	130	77	114	45	83	101	0	38	0	0
ASV_164	0	150	68	83	0	98	0	0	0	0	0	0	62	106	0	0	0	0	0	98	59	0	0	0	0	254	0	0	129	0	83	0	0	0	0	0	0	0	67
ASV_165	0	0	0	0	0	0	0	0	0	55	256	254	114	122	60	0	0	176	0	125	37	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_166	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	46	0	0	0	128	60	0	0	0	0	0	0	0	0	0	304	203	184	157	56	0	0	0	42
ASV_167	59	0	30	34	0	117	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	108	0	91	43	117	0	61	0	64	0	100	39	0	45	117	30	95
ASV_168	0	70	93	134	0	57	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	74	93	0	70	63	0	92	91	60	27	0	65	0	0	0
ASV_169	0	0	0	0	0	0	0	0	0	62	44	343	89	263	159	0	64	0	0	118	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_170	140	0	0	0	184	70	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	31	0	0	0	0	159	26	0	139	0	45	173	0	134
ASV_171	0	51	0	78	72	151	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	24	0	61	0	0	126	0	109	104	119	0	74	0	99	0	0
ASV_172	36	78	99	83	86	47	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	83	69	72	0	0	0	94	89	0	65	0	48	0	117	60
ASV_173	151	0	0	0	180	95	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	34	0	0	184	160	83	99
ASV_174	0	0	0	54	177	0	0	0	0	0	0	0	0	0	0	121	0	0	44	0	0	0	112	0	53	46	117	0	0	0	117	45	46	45	92	0	45	0	43
ASV_175	0	77	64	107	0	45	0	0	21	0	0	0	0	0	0	82	0	0	0	0	0	0	66	0	72	85	0	0	86	0	116	0	66	84	89	70	24	0	0
ASV_176	0	0	0	0	0	0	109	0	0	0	0	0	633	74	0	0	138	0	0	89	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_177	48	44	61	0	26	53	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	66	125	36	45	93	0	0	71	27	57	41	52	37	37	75	0	88
ASV_178	48	56	0	72	78	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	74	0	60	0	28	0	0	0	57	70	164	166	0	35	48	67	52
ASV_179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	98	119	34	380	155	77	0	59	0	0	0	0
ASV_180	0	0	0	0	35	40	0	0	0	0	0	0	0	0	0	44	0	0	0	35	52	0	0	0	0	0	0	0	0	0	298	203	208	179	36	0	0	0	0
ASV_181	38	46	49	51	31	60	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	46	113	37	0	33	0	0	53	32	48	47	42	40	30	59	57	109
ASV_182	170	0	0	0	92	56	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	81	0	0	0	100	0	0	66	0	163	145	79	93
ASV_183	0	66	90	34	0	42	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	51	115	62	0	36	0	0	0	85	41	123	61	48	43	79	0	85
ASV_184	196	0	0	0	87	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	98	0	0	0	93	0	0	0	0	0	0	0	0	199	209	69	54
ASV_185	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	123	187	0	0	0	0	0	105	58	159	182	97	0	0	0	0
ASV_186	37	0	0	0	29	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	59	90	92	93	0	116	57	0	135	59	55	56	0	39	25	73	52
ASV_187	29	80	148	83	0	36	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	80	0	75	0	24	0	96	0	54	66	49	0	61	21	29	80	56
ASV_188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	118	161	65	0	0	0	0	102	54	168	190	93	0	0	0	0
ASV_189	133	74	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	73	72	58	43	0	0	56	127	0	0	51	90	108	61	0	0
ASV_190	70	47	52	61	52	126	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	80	65	0	0	51	0	0	61	58	41	0	0	0	0	101
ASV_191	37	0	30	22	72	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	84	0	0	0	62	0	61	0	58	57	107	126	0	84	40	71	48
ASV_192	0	50	34	0	0	58	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	95	82	63	0	0	0	0	78	65	0	95	62	64	38	77	28	94
ASV_193	0	96	95	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	102	0	76	103	0	61	142	0	0	0	0	25	0	95
ASV_194	0	0	0	0	0	0	0	0	0	0	244	242	97	110	58	0	0	119	0	99	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_195	31	66	78	125	0	65	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	47	85	0	0	56	73	77	66	42	27	0	0	0	0	0
ASV_196	0	0	0	0	0	0	0	0	0	0	234	224	93	90	69	0	0	133	0	111	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_198	0	98	77	47	74	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	82	0	34	65	0	0	36	0	0	113	77	52	83	0	44	31	0
ASV_199	158	0	0	0	147	65	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	169	142	83	58
ASV_200	180	39	35	0	61	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	215	189	57	42
ASV_201	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	139	169	154	0	0	0	0	0	0	92	0	0	190	0	0	0
ASV_202	0	0	0	0	0	0	0	0	0	0	71	305	78	213	123	0	0	120	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_203	0	14	15	0	0	26	157	0	0	0	33	78	0	142	0	0	0	87	128	111	44	91	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
ASV_204	118	42	44	0	115	56	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	105	84	0	0	0	0	0	44	65	0	50	54	59	65
ASV_205	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	60	0	0	0	0	0	0	0	0	262	163	177	132	47	0	0	0	0
ASV_206	134	0	0	0	157	75	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	77	0	0	0	34	0	0	0	0	169	138	77	0
ASV_207	0	0	0	47	0	91	0	0	470	0	0	0	0	0	0	89	0	0	0	0	0	0	0	52	0	0	85	0	0	0	0	0	0	0	102	0	0	0	0
ASV_208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	60	154	0	0	93	0	311	160	0	50	82	0	0	0	0
ASV_209	147	0	0	0	60	46	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	226	180	51	41
ASV_210	0	64	0	0	49	112	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	63	79	66	49	0	113	72	0	56	0	93	0	0	51
ASV_211	35	65	155	66	61	71	0	0	77	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	76	78	37	0	0	0	0	0	29	0	51	92	0	0	0
ASV_212	0	0	0	0	0	0	0	0	0	0	0	108	0	108	229	0	0	95	0	89	84	99	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_213	53	0	0	0	0	0	0	0	123	0	0	0	0	0	0	48	0	0	0	0	0	0	111	112	0	0	21	0	0	0	136	0	126	0	111	73	0	0	0
ASV_214	148	0	0	0	88	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	148	139	124	107
ASV_215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	509	212	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_216	115	0	0	0	84	55	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	10	0	0	119	0	0	0	91	0	0	58	0	58	95	108	0
ASV_217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	67	0	0	0	0	0	0	0	0	262	170	183	116	34	0	0	0	0
ASV_218	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	86	96	108	45	0	0	87	0	65	53	48	91	0	53	53	0	0
ASV_219	0	52	0	82	0	85	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	73	55	72	66	0	18	105	0	118	0	0	52	0	0	48	0	0
ASV_220	0	70	80	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	53	94	0	0	0	39	51	98	0	38	58	106	0	60	0	52
ASV_221	50	51	102	48	115	59	0	0	39	0	0	0	0	0	0	34	0	0	0	0	0	0	88	0	0	0	0	71	0	0	0	0	36	0	0	0	18	0	148
ASV_222	0	45	0	0	0	0	0	0	0	0	80	76	0	81	164	0	0	80	57	64	0	90	0	0	0	35	0	0	76	0	0	0	0	0	0	0	0	0	0
ASV_223	0	0	0	0	83	175	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	23	68	0	0	0	0	52	88	0	0	65	75	0	0
ASV_224	65	47	78	86	91	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	127	51	0	121
ASV_225	41	77	69	99	0	56	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	48	41	51	42	19	0	0	0	43	21	35	24	0	35	44	0	63
ASV_226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_227	0	0	0	0	0	0	0	0	0	25	67	82	42	63	150	0	0	81	34	59	0	61	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0
ASV_228	102	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	100	132	0	0	0	0	29	0	0	161	0	89	41	0	0
ASV_229	71	76	149	87	0	62	0	0	59	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	47	0	86	0	0	0	0	0	0	0	0	53	54
ASV_230	0	0	0	0	0	0	0	0	0	76	132	114	41	0	65	0	0	135	66	59	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_231	27	74	28	47	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	75	0	0	0	0	0	57	0	102	106	0	0	71	40	41
ASV_232	0	0	0	0	0	0	0	0	0	0	146	31	106	134	106	0	92	64	0	68	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_233	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	220	402	0	0	0	0	0	0	0	0
ASV_234	163	0	0	0	40	64	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	187	147	0	42
ASV_235	0	0	35	48	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	81	126	87	0	0	0	0	77	87	0	43	0	99	0	0	0	48
ASV_236	0	0	0	0	0	0	0	0	0	45	100	132	0	109	99	0	0	155	86	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	0	0	0	0	324	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0
ASV_238	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	75	74	0	0	85	24	182	143	49	0	0	0	0	0	0
ASV_239	10	13	17	20	24	9	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	14	80	18	83	6	18	67	45	100	48	47	9	23	15	16	11	39
ASV_240	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	55	39	0	0	0	0	0	0	0	0	0	223	124	139	90	30	0	0	0	0
ASV_241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	417	162	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_242	88	0	112	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	34	61	0	95	72	50	79
ASV_243	45	88	103	72	0	37	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	34	52	0	45	61	0	44	0	0	0	0	0	0	25	48	0	41
ASV_244	0	46	110	0	0	0	0	0	0	0	0	0	62	85	59	0	0	0	0	0	0	0	0	0	0	124	0	0	246	0	0	0	0	0	0	0	0	0	0
ASV_245	134	0	0	0	56	106	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	161	146	0	0
ASV_246	55	0	0	0	0	146	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	77	126	0	0	0	0	0	0	87	0	39	0	0	0	98	0	0
ASV_247	47	0	0	32	74	36	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	49	63	69	0	0	0	0	0	59	0	90	0	0	0	0	71	70
ASV_248	0	0	0	0	0	0	0	0	0	0	67	265	68	176	113	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_249	135	0	0	0	48	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	165	144	55	37
ASV_250	0	32	0	0	0	43	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	74	61	81	0	0	0	0	66	64	64	0	46	55	0	30	70
ASV_251	0	0	0	0	0	0	0	0	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	44	68	0	0	0	0	0	0	0	121
ASV_252	0	0	0	0	0	0	0	0	0	0	56	130	0	0	67	0	0	128	137	106	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_253	64	0	0	0	51	114	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	78	0	53	110	0	53
ASV_254	0	0	0	12	73	0	0	0	109	0	0	0	0	0	0	39	0	0	0	0	0	0	0	69	20	64	0	11	0	0	158	100	0	26	0	0	0	33	0
ASV_255	53	66	59	94	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	55	0	155	0	68	0	0	0	0	0	0
ASV_256	0	84	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	48	0	59	124	60	0	94	42	79	0	0	0	0	0
ASV_257	83	35	44	26	20	30	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	77	21	0	0	0	24	0	64	0	50	46	19	54	0	0	74
ASV_258	0	34	0	30	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	108	112	0	22	37	0	0	149	0	0	63	0	110	0	0	0	0
ASV_259	0	0	0	0	0	0	0	0	0	0	97	86	37	42	52	0	121	138	60	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	52	133	0	0	80	0	265	109	0	0	0	0	0	0	0
ASV_261	0	44	150	32	0	73	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	73	99	0	0	62	0	0	0
ASV_262	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	79	71	0	0	0	0	0	0	80	100	0	0	0	0	80	140
ASV_263	31	40	44	0	51	42	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	62	46	0	0	0	0	0	24	0	51	24	26	29	0	82	76
ASV_264	74	0	0	0	102	94	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	48	0	0	55	77	55	62
ASV_265	62	46	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	92	34	0	61	0	172	84	0	0	0	0	0	0	0
ASV_266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	188	116	150	114	66	0	0	0	0
ASV_268	0	40	83	62	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	57	0	52	57	0	0	0	0	0	0	53	43	39	47	71	0	0
ASV_269	0	0	0	0	0	0	0	0	0	0	0	76	53	0	214	0	0	53	0	69	87	83	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0
ASV_270	0	109	0	0	103	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	68	66	55	0	0	0	24	34	54
ASV_271	155	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	179	138	58	0
ASV_272	0	0	0	0	0	0	0	0	0	0	84	60	0	118	77	0	0	0	0	81	75	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_273	0	0	0	0	92	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	65	67	0	0	0	0	45	0	0	0	0	0	0	0	0	0	60
ASV_274	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	48	0	0	262	147	50	0	0	0	0
ASV_275	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	51	59	61	0	0	0	0	93	90	0	38	0	32	64	0	64
ASV_276	0	86	91	69	0	0	0	0	136	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	31	48	96	0	0	0	0	0
ASV_277	35	111	51	0	31	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	79	0	37	29	0	0	131	0	0	17	66	0	0	0	0	0	0
ASV_278	0	85	139	66	0	50	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	20	0	0	0	0	0	108	46
ASV_279	0	0	36	29	0	73	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	77	92	31	0	0	0	100	0	49	46	45	0	0	0	0
ASV_280	0	69	217	53	56	55	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	29	0	0	0	0	40
ASV_281	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	39	0	126	99	0	64	46	100	32	54	0	0	0	0
ASV_282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	110	0	0	0	0	0	0	157	0	0	70	0	85	0	0	139
ASV_283	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	83	0	71	0	0	84	0	152	48	94	0	36	0	0	0	0
ASV_284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	352	149	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	79	193	99	133	61	26	0	0	0	0
ASV_286	0	0	0	0	0	0	0	0	0	0	0	100	0	59	111	0	0	120	52	54	64	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV_287	8	12	21	14	12	22	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	15	86	23	26	12	40	52	28	24	14	54	27	27	5	6	12	52
ASV_288	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	139	0	0
ASV_289	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	60	0	43	56	0	96	98	0	0	63	0	0	0	0
ASV_290	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	52	56	46	0	0	0	0	81	0	112	32	0	0	56	36	0
ASV_291	0	47	0	73	0	0	0	0	0	0	0	0	0	73	54	0	0	0	0	0	0	0	0	0	0	120	0	46	194	0	0	0	0	0	0	0	0	0	0
ASV_292	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	69	213	0	0	0	0	0	0
